Numer identyfikacyjny gracza,Imię gracza,Nazwisko gracza,Płeć,Data urodzenia,Data dołączenia,Miasto zamieszkania,Status członkostwa
304,Blanka,Omiotek,K,1988-01-27,2022-10-13 23:39:02,Starogard Gdański,Standard
305,Julita,Styrna,K,1977-01-28,2022-02-17 05:38:08,Czerwionka-Leszczyny,Standard
306,Olga,Galica,K,1953-07-30,2023-04-29 15:58:14,Koło,Silver
307,Tola,Gołoś,K,1980-09-17,2023-02-02 11:34:20,Augustów,Silver
308,Gaja,Gierak,K,2004-11-05,2023-05-14 21:43:03,Oława,VIP
309,Aurelia,Rasała,K,1970-02-25,2022-06-21 20:18:17,Gdańsk,Silver
310,Kacper,Mikłaszewicz,M,1946-02-05,2022-07-04 03:15:50,Sopot,Silver
311,Przemysław,Korta,M,1948-11-05,2022-02-10 08:09:58,Jastrzębie-Zdrój,Silver
312,Ernest,Zyzik,M,1970-12-01,2022-03-31 05:00:40,Łowicz,Gold
313,Tymon,Wawryniuk,M,2004-04-26,2023-03-11 16:07:52,Giżycko,Standard
314,Roksana,Przewoźny,K,1998-12-02,2023-04-02 08:32:00,Wałbrzych,Silver
315,Leon,Nojek,M,1953-01-15,2022-05-19 01:05:22,Zduńska Wola,VIP
316,Paweł,Zera,M,1968-03-03,2023-03-03 04:06:10,Świecie,Standard
317,Janina,Kozieja,K,1973-12-28,2023-10-22 04:36:11,Krotoszyn,Gold
318,Anita,Tułacz,K,1979-11-07,2022-03-17 00:51:25,Nowy Sącz,Standard
319,Emil,Kuropatwa,M,1970-07-04,2023-05-13 21:08:42,Legionowo,Gold
320,Borys,Sapa,M,1967-05-13,2023-01-16 15:08:25,Ruda Śląska,Standard
321,Iwo,Wawszczyk,M,1975-07-01,2023-04-20 16:21:31,Mińsk Mazowiecki,Standard
322,Melania,Kulma,K,1989-11-11,2022-08-01 19:38:12,Słupsk,Gold
323,Przemysław,Woroch,M,1992-10-14,2023-08-14 11:21:38,Lubin,Standard
324,Norbert,Dyczko,M,1953-01-14,2023-11-09 01:02:42,Gdynia,Gold
325,Gustaw,Duchnik,M,1976-01-29,2023-07-03 07:04:46,Łódź,Standard
326,Marcel,Pakos,M,1977-09-14,2023-01-20 15:08:32,Łódź,Standard
327,Maurycy,Franik,M,1946-04-12,2023-07-08 03:34:27,Kielce,Standard
328,Juliusz,Sondej,M,1946-04-04,2022-09-20 13:41:18,Swarzędz,Gold
329,Adrian,Kononowicz,M,1966-08-12,2023-04-10 10:30:20,Jarosław,Standard
330,Karina,Kuziora,K,1960-04-26,2022-05-01 08:58:20,Legionowo,Standard
331,Błażej,Kożuszek,M,1990-04-18,2022-10-10 09:45:03,Nowy Targ,Silver
332,Maksymilian,Oślizło,M,1957-05-26,2023-03-01 14:26:43,Wołomin,Standard
333,Albert,Szałaj,M,1985-09-04,2023-06-02 13:41:14,Inowrocław,Standard
334,Sylwia,Ochwat,K,1984-09-02,2022-06-12 17:51:55,Gdańsk,Gold
335,Olga,Cieloch,K,1987-05-03,2023-08-04 12:35:52,Ostrołęka,Standard
336,Michał,Kołtuniak,M,1997-12-13,2022-01-12 02:03:50,Wrocław,Silver
337,Krystyna,Łaszcz,K,1967-07-05,2023-05-26 05:44:36,Zduńska Wola,Gold
338,Roksana,Skonieczka,K,1969-11-05,2023-04-21 09:09:50,Kościerzyna,Gold
339,Gustaw,Waniek,M,1952-11-10,2022-07-07 21:06:26,Konin,Silver
340,Krzysztof,Byzdra,M,1963-04-09,2022-08-08 22:23:28,Rumia,Standard
341,Ryszard,Kołata,M,1977-11-04,2022-11-05 01:50:09,Ostrów Mazowiecka,Standard
342,Nicole,Świtaj,K,1969-04-02,2023-09-27 01:24:04,Świdnica,Silver
343,Marek,Dąbroś,M,1962-09-27,2022-03-24 10:10:57,Kluczbork,Silver
344,Apolonia,Taczała,K,1978-09-05,2023-08-04 23:44:44,Jasło,Standard
345,Krystyna,Rycerz,K,1971-06-08,2023-03-04 02:39:59,Jawor,Gold
346,Aurelia,Kosałka,K,1972-04-03,2023-10-11 11:06:19,Olsztyn,Standard
347,Adrianna,Fulara,K,1982-02-04,2022-07-28 11:44:15,Pruszcz Gdański,Standard
348,Róża,Kondej,K,1966-01-30,2022-12-15 15:40:34,Będzin,Standard
349,Dorota,Mudlaff,K,1973-04-30,2022-10-18 15:18:36,Gniezno,Silver
350,Blanka,Wochnik,K,2001-06-08,2022-08-25 18:05:07,Giżycko,Standard
351,Leonard,Franas,M,1962-12-04,2022-03-23 15:19:42,Ostróda,Gold
352,Agnieszka,Chruszcz,K,2000-11-13,2023-12-15 07:08:50,Ostróda,Standard
353,Grzegorz,Stępak,M,1973-09-20,2022-06-21 16:56:14,Sopot,Silver
354,Michał,Korek,M,1981-07-14,2022-10-14 10:09:38,Skierniewice,Standard
355,Melania,Jezior,K,1994-07-28,2022-05-26 11:25:07,Oświęcim,Standard
356,Natan,Matyka,M,1993-06-29,2022-12-22 17:56:42,Ciechanów,Standard
357,Kalina,Hudzik,K,1989-08-27,2022-05-26 09:06:42,Łuków,Silver
358,Błażej,Staręga,M,1957-08-06,2022-06-12 00:26:43,Przemyśl,Standard
359,Olga,Magier,K,1962-08-30,2022-03-01 05:29:48,Skarżysko-Kamienna,VIP
360,Tola,Huszcza,K,1954-06-21,2023-10-26 02:57:28,Suwałki,Standard
361,Blanka,Deryło,K,1968-03-17,2022-03-25 18:04:37,Chełm,Gold
362,Albert,Pędzik,M,1994-06-29,2022-09-28 09:36:11,Lubartów,Standard
363,Urszula,Bartel,K,1945-11-18,2023-12-16 02:08:06,Myszków,Silver
364,Alex,Hewelt,M,1987-01-02,2022-10-16 13:30:54,Ciechanów,Standard
365,Franciszek,Komisarczyk,M,1962-10-28,2022-05-19 09:29:35,Oława,Silver
366,Ida,Fraszczyk,K,1994-11-16,2022-11-21 01:29:46,Piła,Silver
367,Adrian,Mikosz,M,1979-01-26,2022-01-24 16:07:33,Bielsko-Biała,Standard
368,Miłosz,Cisoń,M,1972-11-03,2022-02-20 18:16:42,Myszków,VIP
369,Anita,Sudnik,K,1964-06-06,2023-03-18 03:06:11,Sopot,Silver
370,Anna Maria,Polakiewicz,K,1971-11-15,2022-02-24 22:11:05,Będzin,Gold
371,Damian,Powązka,M,1982-08-27,2022-12-30 21:38:27,Gniezno,VIP
372,Kazimierz,Skałka,M,1963-07-13,2022-06-29 13:56:02,Nowy Sącz,Standard
373,Monika,Żołna,K,1986-07-20,2022-03-21 13:39:50,Zgorzelec,VIP
374,Kalina,Nalazek,K,1977-10-21,2022-11-17 10:26:36,Zgierz,Silver
375,Jeremi,Macioł,M,2000-10-01,2023-10-07 05:23:09,Kraśnik,Silver
376,Dagmara,Dycha,K,1977-07-19,2023-01-28 18:52:05,Sandomierz,Silver
377,Eryk,Płoskonka,M,1992-05-30,2022-05-22 04:02:24,Żory,Gold
378,Kornelia,Bondaruk,K,1981-11-09,2023-05-28 08:52:14,Przemyśl,VIP
379,Olga,Ciećko,K,1985-08-05,2023-06-20 22:33:21,Ruda Śląska,Standard
380,Dawid,Małycha,M,1948-07-09,2022-03-27 21:27:28,Bolesławiec,Standard
381,Marcelina,Cieloch,K,1980-09-27,2023-12-26 15:57:41,Reda,Gold
382,Anita,Mitera,K,1953-06-05,2023-01-21 20:27:59,Rybnik,Standard
383,Blanka,Habdas,K,1952-01-06,2023-09-25 21:28:37,Malbork,VIP
384,Kornelia,Maciejko,K,2000-11-18,2022-12-16 10:18:33,Sanok,Silver
385,Kazimierz,Kowalak,M,1962-05-23,2022-05-04 17:43:43,Płońsk,Silver
386,Ernest,Sady,M,2006-11-24,2022-12-20 01:50:12,Mysłowice,Standard
387,Nataniel,Jonak,M,1978-05-09,2022-08-30 02:47:21,Łomża,Gold
388,Jan,Fogt,M,1972-04-08,2023-09-28 16:22:02,Bartoszyce,Standard
389,Artur,Golan,M,1975-01-06,2023-12-02 14:05:37,Gdynia,Standard
390,Olga,Lesisz,K,1974-05-20,2023-03-04 23:20:03,Zakopane,VIP
391,Róża,Rurka,K,1959-06-23,2023-07-08 01:12:11,Jaworzno,Silver
392,Blanka,Doktor,K,1973-02-17,2023-10-12 19:39:25,Ełk,Gold
393,Maks,Makaruk,M,1957-09-11,2022-12-24 12:13:07,Białogard,Silver
394,Aniela,Łuczka,K,1946-04-17,2023-11-14 02:01:26,Skierniewice,Standard
395,Nikodem,Parkitny,M,1966-05-13,2022-01-31 13:34:11,Pruszków,Standard
396,Kamila,Krzyżostaniak,K,1999-09-26,2022-07-01 08:08:24,Biłgoraj,Standard
397,Ernest,Kalka,M,1991-06-25,2023-02-15 06:09:37,Szczecin,Standard
398,Olaf,Maksym,M,1991-04-13,2023-02-09 03:53:31,Włocławek,VIP
399,Maurycy,Kinal,M,1947-11-30,2022-12-09 11:33:12,Kutno,VIP
400,Kacper,Potoczek,M,1993-03-03,2023-07-22 04:07:20,Marki,Standard
401,Marianna,Frączkiewicz,K,2000-04-30,2022-04-09 12:45:15,Wrocław,Standard
402,Juliusz,Błażejczak,M,1966-02-03,2022-05-24 23:59:32,Nowa Ruda,Gold
403,Tobiasz,Petryk,M,2000-03-21,2022-07-27 03:31:34,Kalisz,Standard
404,Hubert,Madejczyk,M,2004-04-21,2022-02-14 17:38:10,Legionowo,Silver
405,Szymon,Szmajda,M,1993-08-10,2022-10-10 12:06:24,Koło,Standard
406,Ewelina,Kościołek,K,1955-08-28,2022-06-12 15:17:53,Rzeszów,Gold
407,Bartek,Szczepaniuk,M,1961-05-03,2023-11-08 21:31:51,Nowa Ruda,Standard
408,Natan,Ścibisz,M,1988-01-27,2022-10-26 05:03:35,Gliwice,Standard
409,Maksymilian,Kolber,M,1978-08-03,2023-01-27 10:50:44,Lublin,Standard
410,Kornelia,Żelasko,K,1955-06-16,2022-12-01 07:42:02,Ruda Śląska,Silver
411,Maksymilian,Zaguła,M,1976-08-30,2022-04-14 19:48:54,Inowrocław,Standard
412,Nikodem,Gietka,M,1974-05-24,2022-03-02 05:17:40,Szczecinek,Standard
413,Kamila,Kucz,K,1972-07-10,2023-09-08 01:47:11,Ruda Śląska,Standard
414,Aurelia,Srokosz,K,1980-05-16,2023-01-29 08:20:49,Płock,Standard
415,Aniela,Cudzich,K,1986-01-10,2023-10-17 21:37:30,Wrocław,Standard
416,Natasza,Szylar,K,1989-02-11,2022-06-28 16:35:54,Wołomin,Standard
417,Marcelina,Anioła,K,1965-03-09,2023-10-31 10:58:07,Zduńska Wola,Standard
418,Sonia,Kieca,K,1964-12-29,2022-01-16 08:09:58,Kraków,Standard
419,Ada,Szmurło,K,1966-07-06,2023-11-19 18:16:30,Tomaszów Mazowiecki,Silver
420,Karina,Wakuła,K,1973-12-27,2023-03-06 03:01:04,Katowice,Standard
421,Marika,Drobnik,K,1997-06-27,2023-12-09 20:02:59,Bydgoszcz,Standard
422,Natan,Kulus,M,1979-04-24,2022-03-02 04:28:50,Wałbrzych,Standard
423,Norbert,Dawiec,M,1985-12-12,2022-04-30 18:10:41,Łaziska Górne,Silver
424,Tola,Ogrodowicz,K,1971-08-17,2022-01-31 17:35:10,Iława,Standard
425,Sylwia,Moskalik,K,1986-04-26,2022-02-10 00:39:48,Czerwionka-Leszczyny,Silver
426,Ewelina,Zdonek,K,1990-03-15,2022-10-21 18:44:43,Częstochowa,Silver
427,Justyna,Dzierwa,K,1969-03-16,2023-08-26 06:26:17,Dąbrowa Górnicza,Standard
428,Dagmara,Żołnierczyk,K,1986-06-28,2023-08-28 20:46:46,Starachowice,Standard
429,Arkadiusz,Szmurło,M,1981-08-22,2023-08-12 18:56:27,Ostrołęka,Standard
430,Natan,Gronkiewicz,M,1977-04-05,2022-09-03 14:26:16,Łódź,Standard
431,Fabian,Szeja,M,2000-05-24,2022-06-14 12:28:47,Kędzierzyn-Koźle,Gold
432,Kazimierz,Bereda,M,1997-11-19,2022-10-01 02:01:40,Jastrzębie-Zdrój,Silver
433,Aurelia,Sycz,K,1981-02-22,2023-08-24 20:49:52,Płock,VIP
434,Karina,Lipowicz,K,1975-09-18,2023-09-26 04:47:51,Kraków,Standard
435,Natan,Baszak,M,1958-01-31,2023-06-11 11:44:13,Zduńska Wola,Standard
436,Inga,Wiszowaty,K,1986-04-07,2023-11-19 10:45:07,Lubliniec,VIP
437,Róża,Freitag,K,1968-09-10,2022-11-12 22:01:15,Zabrze,Standard
438,Mikołaj,Świerszcz,M,1988-05-09,2023-11-10 14:12:32,Tarnów,Standard
439,Angelika,Fal,K,2005-10-28,2023-05-28 02:54:16,Szczytno,Standard
440,Sonia,Lesner,K,1975-11-23,2022-08-20 04:14:10,Wejherowo,Gold
441,Antoni,Szulist,M,1979-12-31,2023-05-24 20:34:26,Gliwice,Silver
442,Bianka,Słobodzian,K,2005-03-12,2022-06-06 06:47:03,Gliwice,Standard
443,Andrzej,Słupek,M,1966-09-18,2023-07-31 08:02:07,Goleniów,Silver
444,Gabriel,Cłapa,M,1987-08-30,2023-03-11 04:30:20,Kraków,Standard
445,Józef,Lepak,M,1954-02-17,2022-02-02 01:42:16,Lublin,Gold
446,Kazimierz,Rezmer,M,1957-03-14,2023-08-31 03:50:34,Lublin,Standard
447,Inga,Kielich,K,1997-12-17,2022-05-19 18:21:10,Piła,Silver
448,Ada,Przystupa,K,2007-07-15,2022-12-19 11:28:05,Gliwice,Silver
449,Klara,Listwan,K,1997-03-11,2023-12-08 14:34:17,Częstochowa,Silver
450,Sara,Wijata,K,1953-06-07,2023-02-06 22:00:05,Pabianice,Silver
451,Adrianna,Paleń,K,1974-06-06,2023-12-19 07:57:42,Oświęcim,Silver
452,Konrad,Dudała,M,1974-11-09,2023-12-29 07:42:41,Świebodzice,Standard
453,Adam,Pianka,M,2005-09-19,2022-03-27 06:33:04,Ostrołęka,Standard
454,Tola,Miszta,K,1978-10-27,2022-01-31 17:31:05,Zamość,Standard
455,Sara,Handzel,K,1998-11-14,2022-03-06 15:29:40,Kościan,VIP
456,Marika,Strządała,K,1993-01-15,2022-12-24 17:43:23,Białogard,Standard
457,Gabriel,Rurarz,M,1973-10-18,2022-03-21 12:36:49,Bielsko-Biała,Silver
458,Marek,Westfal,M,1948-11-06,2022-10-10 23:24:18,Bydgoszcz,Gold
459,Rozalia,Miotke,K,1946-07-06,2023-06-03 06:33:09,Płock,Standard
460,Ernest,Pleśniak,M,1965-12-24,2022-02-08 02:47:37,Kętrzyn,Gold
461,Marika,Bzdęga,K,1998-10-02,2023-10-18 01:16:51,Zakopane,Standard
462,Bianka,Kokosza,K,1997-03-22,2022-08-31 12:29:31,Piotrków Trybunalski,Standard
463,Ada,Rut,K,1973-08-10,2023-11-16 19:33:40,Łowicz,Silver
464,Dominik,Faryna,M,1987-09-29,2022-01-05 02:42:51,Skierniewice,Standard
465,Kazimierz,Kudłacz,M,1990-07-02,2022-07-01 02:14:20,Bytom,Standard
466,Blanka,Wereda,K,1998-06-30,2023-01-02 03:59:17,Ostrołęka,Silver
467,Elżbieta,Friedrich,K,1948-09-26,2022-06-07 00:57:14,Piaseczno,Standard
468,Tymon,Linka,M,1991-10-06,2022-05-02 23:36:52,Oława,Gold
469,Liwia,Stelmasiak,K,1961-04-15,2023-02-10 22:37:14,Krosno,Standard
470,Ada,Różewicz,K,1961-11-28,2022-03-21 22:05:22,Swarzędz,Silver
471,Adrianna,Kononowicz,K,1968-11-07,2022-08-03 01:32:04,Żagań,Silver
472,Ida,Minta,K,2003-04-06,2022-08-12 17:48:43,Racibórz,Standard
473,Kornelia,Fiołek,K,1956-08-20,2023-09-05 23:33:33,Łowicz,Silver
474,Adrian,Przewoźniak,M,1946-02-22,2022-01-09 19:56:29,Jaworzno,Silver
475,Anna Maria,Przekwas,K,1968-11-14,2022-11-26 00:03:24,Tychy,Standard
476,Maciej,Pilarek,M,1987-11-26,2023-04-30 01:07:21,Biała Podlaska,Standard
477,Bianka,Brodawka,K,1953-03-24,2023-05-16 04:39:18,Gorzów Wielkopolski,Standard
478,Lidia,Kuciak,K,1959-04-13,2023-06-24 22:08:06,Ciechanów,Standard
479,Tobiasz,Martin,M,1986-09-15,2023-10-22 21:10:17,Świnoujście,Gold
480,Apolonia,Tatarczyk,K,2000-08-10,2023-07-14 15:53:58,Piotrków Trybunalski,Standard
481,Julian,Czupryn,M,1954-10-12,2022-04-24 15:30:49,Bydgoszcz,Standard
482,Sara,Dytko,K,2003-03-19,2023-11-03 17:44:32,Tarnowskie Góry,Standard
483,Karol,Kustosz,M,1946-07-17,2022-11-19 03:54:38,Płońsk,Gold
484,Maurycy,Gwara,M,1968-08-04,2023-11-30 19:05:00,Kędzierzyn-Koźle,Silver
485,Ryszard,Mejer,M,1988-06-27,2022-01-20 17:10:35,Tarnów,Standard
486,Albert,Banek,M,1993-01-16,2023-07-28 06:00:01,Chełm,Gold
487,Andrzej,Kawulok,M,1983-03-16,2023-03-17 13:26:45,Ruda Śląska,VIP
488,Eliza,Jaszczyszyn,K,1989-12-22,2023-11-13 10:30:42,Tychy,Gold
489,Bruno,Wołoszczuk,M,2000-11-10,2023-04-06 21:51:12,Legnica,Standard
490,Igor,Nędzi,M,1978-09-25,2023-06-29 07:38:09,Giżycko,Silver
491,Nataniel,Kazberuk,M,1980-04-13,2023-06-12 15:17:13,Dębica,Standard
492,Tymon,Kuchciak,M,1992-12-13,2022-08-31 18:28:22,Wałcz,Standard
493,Kalina,Janasik,K,1952-02-18,2023-12-28 20:10:41,Zduńska Wola,Standard
494,Tomasz,Tutka,M,2003-07-10,2022-04-28 02:40:49,Lubartów,Standard
495,Gabriel,Krzyśków,M,1945-10-31,2023-07-05 06:08:19,Oława,Standard
496,Gabriel,Duczek,M,2001-07-25,2022-08-16 17:41:16,Gliwice,Standard
497,Iwo,Świątkiewicz,M,2001-01-11,2022-07-28 13:21:29,Krosno,Standard
498,Lidia,Podsiedlik,K,1966-11-29,2023-03-26 09:20:29,Łuków,Standard
499,Natasza,Molak,K,1955-11-19,2023-09-24 14:24:18,Starachowice,Silver
500,Przemysław,Mijas,M,1996-10-17,2023-11-09 22:16:02,Biała Podlaska,Standard
501,Marcel,Wojtak,M,1953-07-10,2023-06-03 18:07:26,Bielawa,Standard
502,Jerzy,Kubasiak,M,1967-12-04,2022-08-28 16:05:04,Biłgoraj,Standard
503,Dorota,Fierek,K,1996-08-18,2023-08-20 04:44:24,Ząbki,Gold
504,Ksawery,Tórz,M,1992-01-06,2023-04-15 21:50:38,Ząbki,Silver
505,Dorota,Gawliczek,K,1955-06-16,2023-12-05 05:59:52,Puławy,Gold
506,Tadeusz,Zinkiewicz,M,1986-08-23,2022-04-20 00:03:15,Rybnik,Silver
507,Tymoteusz,Niedośpiał,M,1992-10-22,2022-05-21 19:04:25,Zabrze,Silver
508,Inga,Bartkowicz,K,1959-08-25,2022-12-21 10:28:00,Krosno,Silver
509,Gabriel,Kapinos,M,2006-12-12,2023-02-15 16:00:39,Kościerzyna,Standard
510,Gabriel,Rudzik,M,2002-02-16,2023-02-01 08:03:27,Tarnobrzeg,Gold
511,Filip,Łupina,M,1997-10-19,2023-10-25 08:58:17,Gorlice,Silver
512,Monika,Supeł,K,1969-02-11,2023-10-18 11:40:31,Lublin,Standard
513,Blanka,Myrcik,K,1967-11-20,2023-07-17 01:12:26,Nysa,Standard
514,Angelika,Zimniak,K,1993-01-25,2023-04-09 05:15:31,Marki,Standard
515,Stanisław,Bereś,M,1955-10-11,2022-07-02 03:44:28,Żary,Standard
516,Kamila,Trzyna,K,1991-10-18,2023-11-26 19:19:42,Biłgoraj,Standard
517,Kaja,Sojda,K,1986-10-17,2023-04-14 14:56:23,Świętochłowice,Standard
518,Dominik,Kurzac,M,1975-03-01,2023-04-18 00:53:08,Reda,VIP
519,Bruno,Kuśnierek,M,1989-10-19,2022-04-04 08:40:32,Jaworzno,Silver
520,Sandra,Karkocha,K,1986-10-27,2023-07-02 12:29:38,Mława,Standard
521,Ewa,Ficoń,K,1994-04-23,2023-09-28 14:17:27,Lubliniec,Standard
522,Bruno,Koćwin,M,1986-03-27,2023-03-23 07:44:05,Rumia,Gold
523,Jacek,Śliż,M,1950-02-26,2022-11-16 01:05:07,Turek,Gold
524,Karol,Suchenek,M,1954-01-09,2022-01-10 01:56:09,Sandomierz,Standard
525,Emil,Sosnówka,M,1958-11-27,2022-05-23 22:28:34,Rzeszów,Silver
526,Leonard,Frycz,M,1992-06-08,2023-10-31 01:36:47,Myszków,VIP
527,Elżbieta,Andrearczyk,K,1979-11-11,2023-04-26 16:04:53,Kętrzyn,Silver
528,Ida,Bubak,K,1966-12-03,2022-01-17 09:21:47,Słupsk,Standard
529,Melania,Fitrzyk,K,1959-05-22,2023-11-26 14:48:57,Swarzędz,Standard
530,Roksana,Sadowy,K,1964-08-19,2023-06-12 05:26:56,Reda,Standard
531,Igor,Ochnio,M,1948-03-15,2022-09-16 17:47:40,Słupsk,Standard
532,Ewa,Langiewicz,K,1953-05-02,2023-01-21 18:39:45,Leszno,Silver
533,Tola,Solis,K,1975-12-27,2022-02-26 01:55:23,Bielawa,Standard
534,Malwina,Kostera,K,1956-09-19,2023-10-18 00:04:53,Bielsko-Biała,Gold
535,Kamil,Hajdukiewicz,M,1991-02-18,2023-10-08 13:39:59,Swarzędz,Standard
536,Antoni,Madzia,M,1995-05-28,2022-05-11 03:10:29,Pszczyna,Standard
537,Julianna,Siedlarz,K,1985-08-29,2023-10-16 09:51:06,Grudziądz,Standard
538,Julian,Sanetra,M,1944-11-06,2022-01-16 23:24:22,Bytom,Silver
539,Tymoteusz,Wujec,M,1969-07-05,2022-05-15 12:16:43,Pruszcz Gdański,Silver
540,Tymoteusz,Capała,M,1945-10-01,2023-04-03 19:12:54,Bydgoszcz,Silver
541,Cyprian,Pietraszkiewicz,M,1987-04-06,2023-11-17 19:57:45,Pszczyna,Standard
542,Norbert,Morys,M,1964-10-21,2022-10-13 01:05:54,Tychy,Standard
543,Robert,Herda,M,1949-09-24,2023-06-04 12:31:43,Jasło,Gold
544,Janina,Sobkiewicz,K,1951-10-28,2023-08-01 16:43:40,Brzeg,VIP
545,Maks,Dawiec,M,1973-08-08,2023-06-08 14:43:18,Cieszyn,VIP
546,Andrzej,Białczyk,M,1985-04-15,2023-09-11 11:08:13,Zamość,Standard
547,Julianna,Matuszyk,K,2004-01-17,2023-09-16 23:57:32,Chełm,Silver
548,Nicole,Kielan,K,1947-05-08,2023-11-03 13:28:04,Łuków,Standard
549,Tymon,Zbroszczyk,M,1995-04-22,2022-08-10 20:11:58,Kołobrzeg,Standard
550,Liwia,Fidler,K,1977-10-28,2023-07-16 14:35:40,Wołomin,Standard
551,Tymoteusz,Słoboda,M,1998-06-13,2023-02-05 16:32:19,Wałcz,Silver
552,Ewelina,Prystupa,K,1975-03-13,2022-12-10 20:13:57,Police,Gold
553,Kaja,Migda,K,2005-08-22,2022-05-09 00:53:26,Środa Wielkopolska,Gold
554,Sara,Ziemkiewicz,K,1982-09-10,2022-10-31 02:28:59,Krotoszyn,Silver
555,Sara,Mały,K,1965-02-14,2023-11-20 16:47:43,Bełchatów,Silver
556,Lidia,Seweryniak,K,1984-06-18,2023-07-29 11:40:40,Skawina,Silver
557,Roksana,Broniarek,K,1964-02-15,2022-12-02 21:11:17,Tczew,Standard
558,Malwina,Korbut,K,1955-02-09,2022-10-17 11:57:10,Legnica,Standard
559,Sonia,Tadych,K,2005-07-25,2022-12-12 11:09:22,Wałcz,Gold
560,Marcel,Sobiło,M,2004-01-18,2023-12-20 22:38:33,Zgorzelec,Standard
561,Agnieszka,Kolber,K,1958-05-26,2023-12-13 13:03:58,Świebodzice,Silver
562,Andrzej,Kolendo,M,1993-08-10,2023-02-20 23:37:50,Oława,Silver
563,Krystyna,Hutyra,K,1960-08-02,2022-10-19 04:17:41,Olsztyn,Standard
564,Cyprian,Gawłowicz,M,1985-03-21,2022-10-18 22:52:52,Mielec,Standard
565,Kaja,Wojtyś,K,1964-03-05,2023-04-26 10:07:15,Opole,Gold
566,Apolonia,Zbiciak,K,1947-10-25,2023-05-01 09:39:45,Stargard Szczeciński,Standard
567,Krystian,Budner,M,1956-10-28,2022-06-22 01:54:23,Płock,Standard
568,Arkadiusz,Stosio,M,1957-01-19,2022-01-12 03:44:58,Dąbrowa Górnicza,Gold
569,Anita,Sobisz,K,1965-01-09,2023-06-07 10:25:55,Zawiercie,Standard
570,Rafał,Salawa,M,1964-03-14,2023-03-13 01:34:41,Swarzędz,Silver
571,Stefan,Pacewicz,M,1989-01-27,2022-10-04 09:34:14,Rzeszów,Standard
572,Maurycy,Grygorowicz,M,1973-05-10,2022-09-06 14:41:11,Racibórz,Silver
573,Arkadiusz,Wydmuch,M,1959-10-08,2022-11-21 11:13:20,Zambrów,Standard
574,Dominik,Chwedczuk,M,2005-07-25,2023-10-23 02:32:07,Skarżysko-Kamienna,Gold
575,Klara,Widuch,K,1952-11-05,2022-11-09 09:29:32,Mielec,Standard
576,Klara,Tywoniuk,K,1957-01-09,2022-07-18 20:43:27,Pruszków,Standard
577,Dorota,Kuba,K,1959-03-30,2023-06-08 06:18:59,Polkowice,Gold
578,Kornel,Kózka,M,1999-01-29,2022-05-04 04:17:52,Lubin,Silver
579,Józef,Ciesielka,M,1949-01-18,2022-10-24 03:38:04,Stargard Szczeciński,Gold
580,Konrad,Jędruszczak,M,2004-03-07,2023-03-07 23:28:01,Brzeg,Silver
581,Aurelia,Łukasz,K,1981-02-13,2023-11-30 23:46:23,Jastrzębie-Zdrój,Gold
582,Arkadiusz,Fierek,M,2005-10-05,2022-11-19 22:02:51,Tomaszów Mazowiecki,Gold
583,Nataniel,Tomalak,M,1952-02-28,2022-09-27 05:04:15,Legionowo,Standard
584,Klara,Wojczuk,K,1985-11-05,2022-10-11 02:26:40,Legnica,Standard
585,Natan,Bandyk,M,1963-04-14,2022-08-08 11:48:03,Szczytno,Standard
586,Dagmara,Synak,K,1957-11-08,2022-11-15 19:01:27,Pabianice,Silver
587,Olga,Pich,K,1976-04-30,2023-11-05 16:06:47,Kościan,Standard
588,Urszula,Bas,K,1976-10-23,2023-02-12 02:38:42,Świebodzice,Standard
589,Ida,Płaneta,K,1977-09-27,2022-03-21 02:26:51,Luboń,Standard
590,Malwina,Kołtuniak,K,1980-10-16,2022-12-14 14:42:45,Łowicz,Standard
591,Eliza,Zegar,K,1969-10-27,2023-12-21 12:17:32,Grudziądz,Silver
592,Janina,Trepczyk,K,1962-11-09,2023-05-28 20:55:58,Przemyśl,VIP
593,Jakub,Kornet,M,1965-01-24,2022-01-29 03:22:46,Olkusz,Silver
594,Grzegorz,Kostek,M,1974-03-24,2023-07-31 08:00:54,Puławy,Standard
595,Jeremi,Linda,M,1972-03-13,2022-03-03 12:09:43,Dąbrowa Górnicza,Silver
596,Ewa,Gregorowicz,K,1984-05-15,2023-09-30 08:33:07,Tychy,Standard
597,Kalina,Budzich,K,1979-07-31,2022-01-27 14:06:41,Swarzędz,Silver
598,Fabian,Kalka,M,1948-04-24,2023-10-25 20:41:16,Wodzisław Śląski,Standard
599,Ernest,Krężołek,M,1966-09-11,2023-03-01 17:07:59,Starogard Gdański,Silver
600,Nela,Tolak,K,2000-08-12,2023-09-13 01:56:33,Kościerzyna,Standard
601,Patryk,Rembisz,M,1966-07-15,2023-12-14 06:54:12,Piaseczno,Standard
602,Kalina,Bródka,K,2001-12-15,2023-02-15 02:21:40,Lębork,Gold
603,Liwia,Łapot,K,1983-06-16,2023-07-08 10:27:36,Świdnik,Silver
604,Konstanty,Oleszczak,M,1986-09-24,2022-08-10 00:22:38,Grodzisk Mazowiecki,Silver
605,Wojciech,Pierzak,M,1947-02-04,2023-04-27 09:38:58,Dąbrowa Górnicza,Standard
606,Damian,Macheta,M,1958-02-18,2023-10-17 14:05:03,Poznań,Standard
